session_code;id_in_session;participant_code;identifier;channel;opening;nickname;body;timestamp
tdcpmgqm;17;9;tdcpmgqm17;9-bestpricechatlab-130;#N/A;Seller;And I guess we should come to a deal now as time is also running out;1638978078
tdcpmgqm;34;9;tdcpmgqm34;9-bestpricechatlab-139;#N/A;Seller;We have a deal ;1638978081
tdcpmgqm;36;9;tdcpmgqm36;9-bestpricechatlab-138;#N/A;Seller;but you already have an offer for 485?;1638978081
tdcpmgqm;13;9;tdcpmgqm13;9-bestpricechatlab-132;#N/A;Seller;It was a pickup item anyhow;1638978082
tdcpmgqm;6;9;tdcpmgqm6;9-bestpricechatlab-127;#N/A;Buyer;nope, 499;1638978085
tdcpmgqm;22;9;tdcpmgqm22;9-bestpricechatlab-126;#N/A;Seller;500 EUR is quite a good offer - it's already 20 % below my price suggestion and it's also lower than the middle of what you suggested !;1638978085
tdcpmgqm;28;9;tdcpmgqm28;9-bestpricechatlab-135;#N/A;Seller;And what more beneficial is the camera quality it is offering.;1638978086
tdcpmgqm;25;9;tdcpmgqm25;9-bestpricechatlab-136;#N/A;Seller;warning: offers didntz match;1638978092
tdcpmgqm;7;9;tdcpmgqm7;9-bestpricechatlab-130;#N/A;Buyer;I'm sorry. I've only got 500 to spend. And that's already 1/4 more of that I was supposed to be spending ;1638978093
tdcpmgqm;30;9;tdcpmgqm30;9-bestpricechatlab-131;#N/A;Buyer;I don't think I can afford more than 500;1638978093
tdcpmgqm;31;9;tdcpmgqm31;9-bestpricechatlab-138;#N/A;Buyer;yes;1638978094
tdcpmgqm;3;9;tdcpmgqm3;9-bestpricechatlab-136;#N/A;Buyer;okay so they are not tricking us;1638978094
tdcpmgqm;13;9;tdcpmgqm13;9-bestpricechatlab-132;#N/A;Seller;no shipping expenses were in the list price;1638978095
tdcpmgqm;21;9;tdcpmgqm21;9-bestpricechatlab-139;#N/A;Buyer;great! 525 Euros it is. Pleasure doing business with you;1638978100
tdcpmgqm;9;9;tdcpmgqm9;9-bestpricechatlab-125;#N/A;Buyer;Thank you very much and enjoy your Christmas too.;1638978100
tdcpmgqm;31;9;tdcpmgqm31;9-bestpricechatlab-138;#N/A;Buyer;thats why i am bidding for less;1638978104
tdcpmgqm;32;9;tdcpmgqm32;9-bestpricechatlab-131;#N/A;Seller;alright. 550?;1638978104
tdcpmgqm;10;9;tdcpmgqm10;9-bestpricechatlab-135;#N/A;Buyer;I know that the phone is really good I like the features but money is the only problem by myside;1638978107
tdcpmgqm;13;9;tdcpmgqm13;9-bestpricechatlab-132;#N/A;Seller;480 is really a great deal;1638978108
tdcpmgqm;25;9;tdcpmgqm25;9-bestpricechatlab-136;#N/A;Seller;ok the 600 and 400 and tick the box;1638978110
tdcpmgqm;22;9;tdcpmgqm22;9-bestpricechatlab-126;#N/A;Seller;Unfortunately, I can not accommodate further than the 500 EUR.;1638978115
tdcpmgqm;28;9;tdcpmgqm28;9-bestpricechatlab-135;#N/A;Seller;I completely get you.;1638978117
tdcpmgqm;8;9;tdcpmgqm8;9-bestpricechatlab-132;#N/A;Buyer;451?;1638978117
tdcpmgqm;27;9;tdcpmgqm27;9-bestpricechatlab-127;#N/A;Seller;499 is out of its value;1638978118
tdcpmgqm;3;9;tdcpmgqm3;9-bestpricechatlab-136;#N/A;Buyer;okay;1638978118
tdcpmgqm;31;9;tdcpmgqm31;9-bestpricechatlab-138;#N/A;Buyer;so i can have 2 weeks food in 35;1638978118
tdcpmgqm;14;9;tdcpmgqm14;9-bestpricechatlab-126;#N/A;Buyer;still is 100 more euros than the lowest price! which is a lot!;1638978120
tdcpmgqm;10;9;tdcpmgqm10;9-bestpricechatlab-135;#N/A;Buyer;I would be really grateful for you if you could sell me for 470 ;1638978121
tdcpmgqm;36;9;tdcpmgqm36;9-bestpricechatlab-138;#N/A;Seller;450 is not possible at all;1638978124
tdcpmgqm;17;9;tdcpmgqm17;9-bestpricechatlab-130;#N/A;Seller;We should come to a deal and both should adjust;1638978128
tdcpmgqm;28;9;tdcpmgqm28;9-bestpricechatlab-135;#N/A;Seller;Lets finalise for 480 EUR;1638978129
tdcpmgqm;6;9;tdcpmgqm6;9-bestpricechatlab-127;#N/A;Buyer;nope, 499;1638978130
tdcpmgqm;36;9;tdcpmgqm36;9-bestpricechatlab-138;#N/A;Seller;neither is 485;1638978133
tdcpmgqm;27;9;tdcpmgqm27;9-bestpricechatlab-127;#N/A;Seller;540 is my offer;1638978133
tdcpmgqm;22;9;tdcpmgqm22;9-bestpricechatlab-126;#N/A;Seller;Than you may have to live with the emissions.;1638978134
tdcpmgqm;28;9;tdcpmgqm28;9-bestpricechatlab-135;#N/A;Seller;A win-win for both of us.;1638978136
tdcpmgqm;30;9;tdcpmgqm30;9-bestpricechatlab-131;#N/A;Buyer;Well, what about 510?;1638978137
tdcpmgqm;10;9;tdcpmgqm10;9-bestpricechatlab-135;#N/A;Buyer;and in the future when i start to work, I will definitely compansate it ;1638978140
tdcpmgqm;17;9;tdcpmgqm17;9-bestpricechatlab-130;#N/A;Seller;I came down by 85 and u cant come up y 15;1638978143
tdcpmgqm;36;9;tdcpmgqm36;9-bestpricechatlab-138;#N/A;Seller;my final price is 540 EUR;1638978147
tdcpmgqm;10;9;tdcpmgqm10;9-bestpricechatlab-135;#N/A;Buyer;Maybe you gain a friend too;1638978147
tdcpmgqm;6;9;tdcpmgqm6;9-bestpricechatlab-127;#N/A;Buyer;nope, 499;1638978147
tdcpmgqm;32;9;tdcpmgqm32;9-bestpricechatlab-131;#N/A;Seller;540?;1638978148
tdcpmgqm;17;9;tdcpmgqm17;9-bestpricechatlab-130;#N/A;Seller;?;1638978148
tdcpmgqm;13;9;tdcpmgqm13;9-bestpricechatlab-132;#N/A;Seller;470 last price;1638978151
tdcpmgqm;31;9;tdcpmgqm31;9-bestpricechatlab-138;#N/A;Buyer;my final price is 475;1638978158
tdcpmgqm;28;9;tdcpmgqm28;9-bestpricechatlab-135;#N/A;Seller;I would really like to.;1638978159
tdcpmgqm;7;9;tdcpmgqm7;9-bestpricechatlab-130;#N/A;Buyer;How about 500 and I will send you a jar of my home made jam!?;1638978159
tdcpmgqm;22;9;tdcpmgqm22;9-bestpricechatlab-126;#N/A;Seller;By the way, that's only a fraction of those that go into manufacturing - weird argument.;1638978163
tdcpmgqm;27;9;tdcpmgqm27;9-bestpricechatlab-127;#N/A;Seller;It has already a very good price;1638978165
tdcpmgqm;14;9;tdcpmgqm14;9-bestpricechatlab-126;#N/A;Buyer;hummm, thats true sustainability is more worth it;1638978172
tdcpmgqm;10;9;tdcpmgqm10;9-bestpricechatlab-135;#N/A;Buyer;Mmm then let's make it 475? This is really really the final price;1638978173
tdcpmgqm;8;9;tdcpmgqm8;9-bestpricechatlab-132;#N/A;Buyer;Alright, lets go by 460;1638978173
tdcpmgqm;17;9;tdcpmgqm17;9-bestpricechatlab-130;#N/A;Seller;Less than a minute left! What say? 520 for all including cases?;1638978174
tdcpmgqm;14;9;tdcpmgqm14;9-bestpricechatlab-126;#N/A;Buyer;lets set at 500;1638978177
tdcpmgqm;32;9;tdcpmgqm32;9-bestpricechatlab-131;#N/A;Seller;we have no tiime :D;1638978179
tdcpmgqm;10;9;tdcpmgqm10;9-bestpricechatlab-135;#N/A;Buyer;I have to cook pasta for tonight :));1638978180
tdcpmgqm;27;9;tdcpmgqm27;9-bestpricechatlab-127;#N/A;Seller;No other seller would offer this smartphone for 540���;1638978180
tdcpmgqm;7;9;tdcpmgqm7;9-bestpricechatlab-130;#N/A;Buyer;520? ;1638978180
tdcpmgqm;22;9;tdcpmgqm22;9-bestpricechatlab-126;#N/A;Seller;Perfect!;1638978181
tdcpmgqm;7;9;tdcpmgqm7;9-bestpricechatlab-130;#N/A;Buyer;I thought 515 was your last offer ;1638978188
tdcpmgqm;36;9;tdcpmgqm36;9-bestpricechatlab-138;#N/A;Seller;475 is too low;1638978193
tdcpmgqm;28;9;tdcpmgqm28;9-bestpricechatlab-135;#N/A;Seller;Being a foreign nationality in Munich I find it great to hangout and I would be much happy if we can be there for the long run.;1638978194
tdcpmgqm;30;9;tdcpmgqm30;9-bestpricechatlab-131;#N/A;Buyer;let's make the average out of it;1638978195
tdcpmgqm;13;9;tdcpmgqm13;9-bestpricechatlab-132;#N/A;Seller;ok 460;1638978195
tdcpmgqm;17;9;tdcpmgqm17;9-bestpricechatlab-130;#N/A;Seller;cool;1638978197
tdcpmgqm;20;9;tdcpmgqm20;9-bestpricechatlab-128;#N/A;Buyer;Last offer 475;1638978198
tdcpmgqm;7;9;tdcpmgqm7;9-bestpricechatlab-130;#N/A;Buyer;510, final offer;1638978199
tdcpmgqm;31;9;tdcpmgqm31;9-bestpricechatlab-138;#N/A;Buyer;okay 490 final;1638978201
tdcpmgqm;30;9;tdcpmgqm30;9-bestpricechatlab-131;#N/A;Buyer;520;1638978204
tdcpmgqm;27;9;tdcpmgqm27;9-bestpricechatlab-127;#N/A;Seller;Do not miss the chance to pay so little for such a good phone;1638978205
tdcpmgqm;32;9;tdcpmgqm32;9-bestpricechatlab-131;#N/A;Seller;OK, 525?;1638978207
tdcpmgqm;13;9;tdcpmgqm13;9-bestpricechatlab-132;#N/A;Seller;agreed!;1638978207
tdcpmgqm;17;9;tdcpmgqm17;9-bestpricechatlab-130;#N/A;Seller;510 plus 25 then;1638978207
tdcpmgqm;36;9;tdcpmgqm36;9-bestpricechatlab-138;#N/A;Seller;530;1638978211
tdcpmgqm;10;9;tdcpmgqm10;9-bestpricechatlab-135;#N/A;Buyer;Yes exactly! I am also a foreigner ;1638978213
tdcpmgqm;31;9;tdcpmgqm31;9-bestpricechatlab-138;#N/A;Buyer;nooo;1638978214
tdcpmgqm;7;9;tdcpmgqm7;9-bestpricechatlab-130;#N/A;Buyer;510;1638978214
tdcpmgqm;28;9;tdcpmgqm28;9-bestpricechatlab-135;#N/A;Seller;Oh I love pasta :);1638978215
tdcpmgqm;30;9;tdcpmgqm30;9-bestpricechatlab-131;#N/A;Buyer;520?;1638978221
tdcpmgqm;10;9;tdcpmgqm10;9-bestpricechatlab-135;#N/A;Buyer;Yeah let's do it together then;1638978224
tdcpmgqm;8;9;tdcpmgqm8;9-bestpricechatlab-132;#N/A;Buyer;Thank youuuu, can't wait to use that new screen;1638978224
tdcpmgqm;31;9;tdcpmgqm31;9-bestpricechatlab-138;#N/A;Buyer;i dont want to sleep empty stomach;1638978227
tdcpmgqm;32;9;tdcpmgqm32;9-bestpricechatlab-131;#N/A;Seller;right, 520;1638978228
tdcpmgqm;27;9;tdcpmgqm27;9-bestpricechatlab-127;#N/A;Seller;Shall we agree on 540���?;1638978228
tdcpmgqm;13;9;tdcpmgqm13;9-bestpricechatlab-132;#N/A;Seller;yay;1638978230
tdcpmgqm;36;9;tdcpmgqm36;9-bestpricechatlab-138;#N/A;Seller;520 is the final offer;1638978233
tdcpmgqm;32;9;tdcpmgqm32;9-bestpricechatlab-131;#N/A;Seller;*handshake*;1638978234
tdcpmgqm;10;9;tdcpmgqm10;9-bestpricechatlab-135;#N/A;Buyer;is 475 okay for you?;1638978234
tdcpmgqm;6;9;tdcpmgqm6;9-bestpricechatlab-127;#N/A;Buyer;nope, 500;1638978237
tdcpmgqm;13;9;tdcpmgqm13;9-bestpricechatlab-132;#N/A;Seller;good day!;1638978238
tdcpmgqm;31;9;tdcpmgqm31;9-bestpricechatlab-138;#N/A;Buyer;sorry 500;1638978240
tdcpmgqm;33;9;tdcpmgqm33;9-bestpricechatlab-128;#N/A;Seller;500;1638978245
tdcpmgqm;31;9;tdcpmgqm31;9-bestpricechatlab-138;#N/A;Buyer;lets make a final deal;1638978248
tdcpmgqm;27;9;tdcpmgqm27;9-bestpricechatlab-127;#N/A;Seller;500 and its yours ok;1638978248
tdcpmgqm;28;9;tdcpmgqm28;9-bestpricechatlab-135;#N/A;Seller;So 475 is the final offer. Please push for 480 least.;1638978248
tdcpmgqm;8;9;tdcpmgqm8;9-bestpricechatlab-132;#N/A;Buyer;To you too:);1638978249
tdcpmgqm;20;9;tdcpmgqm20;9-bestpricechatlab-128;#N/A;Buyer;475;1638978249
tdcpmgqm;31;9;tdcpmgqm31;9-bestpricechatlab-138;#N/A;Buyer;i am paying 15 more;1638978254
tdcpmgqm;10;9;tdcpmgqm10;9-bestpricechatlab-135;#N/A;Buyer;I can't;1638978259
tdcpmgqm;36;9;tdcpmgqm36;9-bestpricechatlab-138;#N/A;Seller;515;1638978259
tdcpmgqm;31;9;tdcpmgqm31;9-bestpricechatlab-138;#N/A;Buyer;so lets finalise on 500;1638978260
tdcpmgqm;28;9;tdcpmgqm28;9-bestpricechatlab-135;#N/A;Seller;Lets both of us have a great meal then..;1638978263
tdcpmgqm;10;9;tdcpmgqm10;9-bestpricechatlab-135;#N/A;Buyer;lets do it 475;1638978263
tdcpmgqm;31;9;tdcpmgqm31;9-bestpricechatlab-138;#N/A;Buyer;500;1638978264
tdcpmgqm;36;9;tdcpmgqm36;9-bestpricechatlab-138;#N/A;Seller;lets make it 515;1638978267
tdcpmgqm;20;9;tdcpmgqm20;9-bestpricechatlab-128;#N/A;Buyer;Deal, 500;1638978268
tdcpmgqm;31;9;tdcpmgqm31;9-bestpricechatlab-138;#N/A;Buyer;sorry;1638978273
tdcpmgqm;31;9;tdcpmgqm31;9-bestpricechatlab-138;#N/A;Buyer;500;1638978275
tdcpmgqm;36;9;tdcpmgqm36;9-bestpricechatlab-138;#N/A;Seller;510;1638978278
tdcpmgqm;31;9;tdcpmgqm31;9-bestpricechatlab-138;#N/A;Buyer;505;1638978286
tdcpmgqm;36;9;tdcpmgqm36;9-bestpricechatlab-138;#N/A;Seller;last offer;1638978287
tdcpmgqm;36;9;tdcpmgqm36;9-bestpricechatlab-138;#N/A;Seller;okay;1638978293
tdcpmgqm;36;9;tdcpmgqm36;9-bestpricechatlab-138;#N/A;Seller;505;1638978295
zxmaadq7;31;10;zxmaadq731;10-bestpricechatlab-147;#N/A;Buyer;Whats the lowest price you're ready to accept? ;1639038695
zxmaadq7;33;10;zxmaadq733;10-bestpricechatlab-147;#N/A;Seller;550 :);1639038717
zxmaadq7;1;10;zxmaadq71;10-bestpricechatlab-144;#N/A;Buyer;Hi!;1639038737
zxmaadq7;31;10;zxmaadq731;10-bestpricechatlab-147;#N/A;Buyer;I would start with 450 but lets say 500 and get done with it :D;1639038744
zxmaadq7;3;10;zxmaadq73;10-bestpricechatlab-144;#N/A;Seller;Hello;1639038745
zxmaadq7;22;10;zxmaadq722;10-bestpricechatlab-148;#N/A;Buyer;250;1639038747
zxmaadq7;19;10;zxmaadq719;10-bestpricechatlab-149;#N/A;Buyer;Hello, I would like to buy the smartphone;1639038748
zxmaadq7;35;10;zxmaadq735;10-bestpricechatlab-157;#N/A;Seller;600;1639038754
zxmaadq7;1;10;zxmaadq71;10-bestpricechatlab-144;#N/A;Buyer;Is the phone still on sale?;1639038763
zxmaadq7;15;10;zxmaadq715;10-bestpricechatlab-145;#N/A;Buyer;I would buy the phone for 350���;1639038763
zxmaadq7;13;10;zxmaadq713;10-bestpricechatlab-154;#N/A;Buyer;Hi;1639038764
zxmaadq7;32;10;zxmaadq732;10-bestpricechatlab-154;#N/A;Seller;600;1639038764
zxmaadq7;28;10;zxmaadq728;10-bestpricechatlab-145;#N/A;Seller;Hello, I see you want to buy my phone for 600 EUR;1639038764
zxmaadq7;14;10;zxmaadq714;10-bestpricechatlab-142;#N/A;Buyer;470;1639038765
zxmaadq7;6;10;zxmaadq76;10-bestpricechatlab-146;#N/A;Seller;Hello so you are the buyer?;1639038771
zxmaadq7;8;10;zxmaadq78;10-bestpricechatlab-143;#N/A;Seller;Hi there;1639038772
zxmaadq7;15;10;zxmaadq715;10-bestpricechatlab-145;#N/A;Buyer;I would take it for 250;1639038777
zxmaadq7;18;10;zxmaadq718;10-bestpricechatlab-143;#N/A;Buyer;hi there ;1639038778
zxmaadq7;15;10;zxmaadq715;10-bestpricechatlab-145;#N/A;Buyer;sorry;1639038780
zxmaadq7;15;10;zxmaadq715;10-bestpricechatlab-145;#N/A;Buyer;350;1639038781
zxmaadq7;17;10;zxmaadq717;10-bestpricechatlab-146;#N/A;Buyer;hey, yes I want to buy a smartphone;1639038788
zxmaadq7;26;10;zxmaadq726;10-bestpricechatlab-157;#N/A;Buyer;Good morning, that price is a litte too high for me. Can you make it cheaper?;1639038789
zxmaadq7;11;10;zxmaadq711;10-bestpricechatlab-148;#N/A;Seller;Hello, I think we have to start a liitle bit higher as it is valuable. Lets say 589;1639038791
zxmaadq7;3;10;zxmaadq73;10-bestpricechatlab-144;#N/A;Seller;Yes, it's still on sale, for 599 Euros;1639038794
zxmaadq7;33;10;zxmaadq733;10-bestpricechatlab-147;#N/A;Seller;maybe you can meet me at 540?;1639038795
zxmaadq7;2;10;zxmaadq72;10-bestpricechatlab-142;#N/A;Seller;Hi! I would like to sell it for 550;1639038797
zxmaadq7;18;10;zxmaadq718;10-bestpricechatlab-143;#N/A;Buyer;I saw you are selling a smartphone ;1639038799
zxmaadq7;13;10;zxmaadq713;10-bestpricechatlab-154;#N/A;Buyer;No let's say 450;1639038799
zxmaadq7;22;10;zxmaadq722;10-bestpricechatlab-148;#N/A;Buyer;350? ;1639038804
zxmaadq7;28;10;zxmaadq728;10-bestpricechatlab-145;#N/A;Seller;How can you expect me to accept an offer so low?;1639038805
zxmaadq7;25;10;zxmaadq725;10-bestpricechatlab-150;#N/A;Buyer;Hi,;1639038806
zxmaadq7;6;10;zxmaadq76;10-bestpricechatlab-146;#N/A;Seller;perfect so i think your topic is to have the lowest price :D;1639038811
zxmaadq7;23;10;zxmaadq723;10-bestpricechatlab-150;#N/A;Seller;Servus hello;1639038812
zxmaadq7;5;10;zxmaadq75;10-bestpricechatlab-152;#N/A;Seller;Hey! ;1639038816
zxmaadq7;12;10;zxmaadq712;10-bestpricechatlab-153;#N/A;Buyer;What is the lowest price you would accept?;1639038816
zxmaadq7;8;10;zxmaadq78;10-bestpricechatlab-143;#N/A;Seller;Yes! the price is 600���;1639038816
zxmaadq7;2;10;zxmaadq72;10-bestpricechatlab-142;#N/A;Seller;It's still in great shape and nearly new;1639038819
zxmaadq7;35;10;zxmaadq735;10-bestpricechatlab-157;#N/A;Seller;How much would you have reduced if you were in my shoes?;1639038819
zxmaadq7;31;10;zxmaadq731;10-bestpricechatlab-147;#N/A;Buyer;I raised by 50 without flinching lol, you could do better than reducing 10 ;1639038822
zxmaadq7;1;10;zxmaadq71;10-bestpricechatlab-144;#N/A;Buyer;Mhm, thats quite a bit considering I can get it cheaper from official stores;1639038823
zxmaadq7;11;10;zxmaadq711;10-bestpricechatlab-148;#N/A;Seller;Way too low. 570? :);1639038825
zxmaadq7;25;10;zxmaadq725;10-bestpricechatlab-150;#N/A;Buyer;I am interested in the smartphone you're offering;1639038828
zxmaadq7;7;10;zxmaadq77;10-bestpricechatlab-152;#N/A;Buyer;Hello!;1639038828
zxmaadq7;1;10;zxmaadq71;10-bestpricechatlab-144;#N/A;Buyer;Why are you asking more?;1639038828
zxmaadq7;17;10;zxmaadq717;10-bestpricechatlab-146;#N/A;Buyer;what would be the lowest price for you? I am a student so I really want to save money;1639038829
zxmaadq7;31;10;zxmaadq731;10-bestpricechatlab-147;#N/A;Buyer;540 is too high;1639038831
zxmaadq7;27;10;zxmaadq727;10-bestpricechatlab-155;#N/A;Seller;Hello! :);1639038834
zxmaadq7;9;10;zxmaadq79;10-bestpricechatlab-151;#N/A;Buyer;Hi there!;1639038834
zxmaadq7;26;10;zxmaadq726;10-bestpricechatlab-157;#N/A;Buyer;I found other offers that start at 400.;1639038835
zxmaadq7;7;10;zxmaadq77;10-bestpricechatlab-152;#N/A;Buyer;I am interested in your smartphone;1639038835
zxmaadq7;32;10;zxmaadq732;10-bestpricechatlab-154;#N/A;Seller;500;1639038836
zxmaadq7;17;10;zxmaadq717;10-bestpricechatlab-146;#N/A;Buyer;exactly :);1639038839
zxmaadq7;22;10;zxmaadq722;10-bestpricechatlab-148;#N/A;Buyer;450 :) ;1639038840
zxmaadq7;23;10;zxmaadq723;10-bestpricechatlab-150;#N/A;Seller;well, let's get a proper amount ;1639038841
zxmaadq7;32;10;zxmaadq732;10-bestpricechatlab-154;#N/A;Seller;500;1639038842
zxmaadq7;4;10;zxmaadq74;10-bestpricechatlab-155;#N/A;Buyer;Hi ^^;1639038845
zxmaadq7;29;10;zxmaadq729;10-bestpricechatlab-151;#N/A;Seller;Hey :);1639038846
zxmaadq7;18;10;zxmaadq718;10-bestpricechatlab-143;#N/A;Buyer;600 is not realistic, I can find it for 400 on amazon;1639038846
zxmaadq7;15;10;zxmaadq715;10-bestpricechatlab-145;#N/A;Buyer;��\_(���)_/��;1639038848
zxmaadq7;7;10;zxmaadq77;10-bestpricechatlab-152;#N/A;Buyer;What price are you selling it for?;1639038850
zxmaadq7;33;10;zxmaadq733;10-bestpricechatlab-147;#N/A;Seller;sure give me a number then :);1639038851
zxmaadq7;20;10;zxmaadq720;10-bestpricechatlab-153;#N/A;Seller;600 EUR;1639038852
zxmaadq7;25;10;zxmaadq725;10-bestpricechatlab-150;#N/A;Buyer;Is it really  in good shape?;1639038853
zxmaadq7;6;10;zxmaadq76;10-bestpricechatlab-146;#N/A;Seller;for me they said market price is between 500 and 700;1639038853
zxmaadq7;5;10;zxmaadq75;10-bestpricechatlab-152;#N/A;Seller;Yes that's what I thought, nice!;1639038854
zxmaadq7;14;10;zxmaadq714;10-bestpricechatlab-142;#N/A;Buyer;Would be 500 euros okay, since I am a student?;1639038860
zxmaadq7;9;10;zxmaadq79;10-bestpricechatlab-151;#N/A;Buyer;Just saw your amazing post and I would like to really buy your phone.;1639038860
zxmaadq7;31;10;zxmaadq731;10-bestpricechatlab-147;#N/A;Buyer;500, as I said before;1639038861
zxmaadq7;13;10;zxmaadq713;10-bestpricechatlab-154;#N/A;Buyer;475. Golden mid;1639038861
zxmaadq7;4;10;zxmaadq74;10-bestpricechatlab-155;#N/A;Buyer;i'm writing about the phone you have listed;1639038864
zxmaadq7;19;10;zxmaadq719;10-bestpricechatlab-149;#N/A;Buyer;Is 600 a fixed price? ;1639038866
zxmaadq7;11;10;zxmaadq711;10-bestpricechatlab-148;#N/A;Seller;Lets say 545?;1639038873
zxmaadq7;23;10;zxmaadq723;10-bestpricechatlab-150;#N/A;Seller;you see it has only some mini scratches;1639038873
zxmaadq7;32;10;zxmaadq732;10-bestpricechatlab-154;#N/A;Seller;no, 500;1639038875
zxmaadq7;17;10;zxmaadq717;10-bestpricechatlab-146;#N/A;Buyer;I also did some research and I found out that you can even buy one for 400;1639038878
zxmaadq7;25;10;zxmaadq725;10-bestpricechatlab-150;#N/A;Buyer;Great;1639038878
zxmaadq7;29;10;zxmaadq729;10-bestpricechatlab-151;#N/A;Seller;It is still available, you can get it if you want.;1639038880
zxmaadq7;23;10;zxmaadq723;10-bestpricechatlab-150;#N/A;Seller;without any severe damage;1639038881
zxmaadq7;27;10;zxmaadq727;10-bestpricechatlab-155;#N/A;Seller;For which price do you want to have the Phone?;1639038881
zxmaadq7;28;10;zxmaadq728;10-bestpricechatlab-145;#N/A;Seller;Do you not believe that the phone is functional?;1639038882
zxmaadq7;22;10;zxmaadq722;10-bestpricechatlab-148;#N/A;Buyer;What about 495? ;1639038884
zxmaadq7;3;10;zxmaadq73;10-bestpricechatlab-144;#N/A;Seller;Are you sure you can get it cheaper? Maybe the specs of the phone are not as good as for this one. It's almost new. `Neuwertig`, as Germans would say;1639038885
zxmaadq7;12;10;zxmaadq712;10-bestpricechatlab-153;#N/A;Buyer;400?;1639038885
zxmaadq7;35;10;zxmaadq735;10-bestpricechatlab-157;#N/A;Seller;I am willing to go down to 550;1639038886
zxmaadq7;5;10;zxmaadq75;10-bestpricechatlab-152;#N/A;Seller;well it's a really nice phone, still in good conditions. So I thought about 600 ���;1639038889
zxmaadq7;15;10;zxmaadq715;10-bestpricechatlab-145;#N/A;Buyer;no;1639038895
zxmaadq7;25;10;zxmaadq725;10-bestpricechatlab-150;#N/A;Buyer;So what is the price you would like for it?;1639038897
zxmaadq7;9;10;zxmaadq79;10-bestpricechatlab-151;#N/A;Buyer;However, as I am a student, my budget is limited. What would you think of maybe reducing the price to 400���?;1639038902
zxmaadq7;20;10;zxmaadq720;10-bestpricechatlab-153;#N/A;Seller;Let's do 500 and finish the deal;1639038905
zxmaadq7;17;10;zxmaadq717;10-bestpricechatlab-146;#N/A;Buyer;So I was thinking maybe a little more than that, which would be around 450;1639038906
zxmaadq7;2;10;zxmaadq72;10-bestpricechatlab-142;#N/A;Seller;Let's agree on 525 and you get the original case on top?;1639038908
zxmaadq7;18;10;zxmaadq718;10-bestpricechatlab-143;#N/A;Buyer;how about 420 including the shipment?;1639038908
zxmaadq7;12;10;zxmaadq712;10-bestpricechatlab-153;#N/A;Buyer;okay ;1639038914
zxmaadq7;3;10;zxmaadq73;10-bestpricechatlab-144;#N/A;Seller;But i can go a bit cheaper if you are interested to buy :);1639038916
zxmaadq7;1;10;zxmaadq71;10-bestpricechatlab-144;#N/A;Buyer;Yeah it is, its listed for around 500, and its brand new sealed unopened from something like Saturn;1639038917
zxmaadq7;37;10;zxmaadq737;10-bestpricechatlab-156;#N/A;Buyer;Hello I am interested in buying the phone you have published online, I would like to know whats the price you have  on your mind;1639038918
zxmaadq7;23;10;zxmaadq723;10-bestpricechatlab-150;#N/A;Seller;let's say 500 looks great ;1639038919
zxmaadq7;26;10;zxmaadq726;10-bestpricechatlab-157;#N/A;Buyer;That's still too high for me. What about 450?;1639038919
zxmaadq7;15;10;zxmaadq715;10-bestpricechatlab-145;#N/A;Buyer;the market price is around 400;1639038919
zxmaadq7;6;10;zxmaadq76;10-bestpricechatlab-146;#N/A;Seller;I would be fine with that;1639038920
zxmaadq7;33;10;zxmaadq733;10-bestpricechatlab-147;#N/A;Seller;meet me somewhere between 540 and 500?;1639038922
zxmaadq7;4;10;zxmaadq74;10-bestpricechatlab-155;#N/A;Buyer;I wanted to buy it in amazon about 420 so maybe i can get it for 350 from you;1639038923
zxmaadq7;7;10;zxmaadq77;10-bestpricechatlab-152;#N/A;Buyer;Can I know how old is the phone?;1639038926
zxmaadq7;20;10;zxmaadq720;10-bestpricechatlab-153;#N/A;Seller;cool, was nice talking to you;1639038930
zxmaadq7;15;10;zxmaadq715;10-bestpricechatlab-145;#N/A;Buyer;I would take it for 400;1639038935
zxmaadq7;12;10;zxmaadq712;10-bestpricechatlab-153;#N/A;Buyer;yes;1639038935
zxmaadq7;6;10;zxmaadq76;10-bestpricechatlab-146;#N/A;Seller;fast study, fast money;1639038939
zxmaadq7;35;10;zxmaadq735;10-bestpricechatlab-157;#N/A;Seller;Too low;1639038940
zxmaadq7;28;10;zxmaadq728;10-bestpricechatlab-145;#N/A;Seller;Then why are you offering such a low price? Do you not think that a functional phone is worth more?;1639038941
zxmaadq7;11;10;zxmaadq711;10-bestpricechatlab-148;#N/A;Seller;How about meeting right in the middle?;1639038942
zxmaadq7;17;10;zxmaadq717;10-bestpricechatlab-146;#N/A;Buyer;great!;1639038942
zxmaadq7;16;10;zxmaadq716;10-bestpricechatlab-159;#N/A;Buyer;Hi, what is the lowest price you accept?;1639038942
zxmaadq7;31;10;zxmaadq731;10-bestpricechatlab-147;#N/A;Buyer;cmonnnn ;1639038944
zxmaadq7;20;10;zxmaadq720;10-bestpricechatlab-153;#N/A;Seller;have a great day;1639038944
zxmaadq7;17;10;zxmaadq717;10-bestpricechatlab-146;#N/A;Buyer;hahah;1639038945
zxmaadq7;15;10;zxmaadq715;10-bestpricechatlab-145;#N/A;Buyer;no;1639038947
zxmaadq7;30;10;zxmaadq730;10-bestpricechatlab-156;#N/A;Seller;Hi! It is in a very good condition and I would like to sell it for 700;1639038949
